speed_limit_kmh,elevation_gradient,road_length_m,road_curvature,weather_temperature_celsius,weather_humidity_percent,weather_wind_speed_ms,weather_precipitation_mm,traffic_density,traffic_average_speed_kmh,traffic_travel_time_factor,ev_battery_capacity_kwh,ev_efficiency_wh_per_km,ev_battery_level_percent,ev_vehicle_weight_kg,energy_efficiency_factor,temperature_impact,traffic_energy_impact,elevation_energy_impact,hour_of_day,day_of_week,is_weekend,is_rush_hour,speed_elevation_interaction,temperature_traffic_interaction,weather_traffic_interaction,speed_limit_squared,elevation_gradient_squared,temperature_squared,speed_to_limit_ratio,energy_efficiency_ratio,highway_encoded,road_type_encoded,surface_encoded,weather_condition_encoded,traffic_congestion_level_encoded,distance_to_nearest_charger_km,charger_density_per_km2,energy_consumption
43.38979116,-0.035050364,397.4582989,0.001622573,21.20556884,46.39474268,4.780079565,1.045711412,0.056939593,31.20379325,1.136355034,78.44327298,193.4090019,0.593791982,1937.794666,1.025402136,1.012055688,1.011387919,1.003505036,23,2,0,0,-1.520827955,1.207436469,0.059542383,1882.673977,0.001228528,449.6761497,0.719150575,0.9,1,3,2,1,1,0.902921819,0.671356484,193.9030831
82.81096651,-0.009380817,418.6098199,0.036070867,7.030359548,59.71960012,7.163559363,0.005371603,0.356832213,59.83850763,1.253506306,89.57770998,165.63323,0.634917166,1855.568167,0.855971981,1.129696405,1.071366443,1.000938082,20,1,0,0,-0.776834483,2.508658757,0.001916761,6857.656174,8.80E-05,49.42595537,0.722591586,0.984477441,1,3,0,3,0,2.505567714,1.496815023,146.0032658
38.96513979,-0.010619447,515.4222515,0.080453874,12.72778398,75.1695479,6.240183861,0.056041778,0.335794278,80.46405995,1.408895994,75.24072266,209.4858169,0.90589004,1727.172144,1.002563011,1.07272216,1.067158856,1.001061945,10,5,1,0,-0.413788228,4.273917033,0.018818508,1518.282119,0.000112773,161.9964852,1.5,0.947654193,0,1,2,2,1,4.327189303,1.982500664,233.0864657
36.44145716,-0.029667554,984.5778406,0.05207409,19.90982703,83.30026932,2.436965243,6.154276857,0.471479471,24.64254585,1.592181441,66.98531295,189.3153054,0.700887348,1833.70439,1.113673932,1.00090173,1.094295894,1.002966755,15,4,0,0,-1.081128889,9.387074724,2.9016152,1327.9798,0.000880164,396.4012124,0.676222845,0.965133281,0,0,2,2,2,3.341371318,1.301176613,228.6466509
77.72932162,0.024253752,734.5839247,0.043423786,3.832331135,45.15374654,2.307966511,5.153211272,0.239512685,52.09630596,1.446282923,81.89673448,195.6301573,0.562356352,2265.666173,0.968080059,1.161676689,1.047902537,1.002425375,14,4,0,0,1.885227665,0.917891919,1.234259467,6041.84744,0.000588244,14.68676193,0.670227205,1.033270403,0,1,0,3,2,0.705734808,1.473269542,213.0847491
110.2349779,0.036607754,1513.774148,0.094295472,12.62248551,80.84782375,6.295460384,2.919261356,0.331058458,52.65342699,1.521071136,86.06242489,184.5194507,0.737907128,1850.973816,0.930305509,1.073775145,1.066211692,1.003660775,16,6,1,0,4.035454992,4.178780586,0.966446162,12151.75035,0.001340128,159.3271406,0.5,0.993972103,1,0,0,0,1,1.50727994,0.89586848,188.6209667
56.93910522,0.043719195,1609.772518,0.065133514,23.75536694,55.45466368,2.126969836,0.401246441,0.658548766,63.05403662,1.586865515,64.76797459,176.9569788,0.31332116,1799.800716,0.938095391,1.037553669,1.131709753,1.004371919,0,3,0,0,2.489331832,15.64406758,0.264240349,3242.061703,0.001911368,564.3174584,1.107394231,1.066252392,0,2,1,2,1,4.287171211,0.200525268,176.5512004
113.1080935,-0.019953641,1864.743496,0.01207835,7.469773441,72.28948157,5.002009579,0.655376078,0.304589379,30.33786041,1.092929449,72.66851445,165.4213298,0.81996962,2002.747656,0.927046563,1.125302266,1.060917876,1.001995364,1,5,1,0,-2.256918243,2.275213651,0.199620592,12793.44082,0.000398148,55.79751525,0.5,0.972000926,0,0,0,1,1,3.320528408,0.426349476,157.1105727
90.68163635,0.083135675,1635.026243,0.094782601,16.04671731,85.03051957,2.508426564,4.220912025,0.292354418,10,1.07740529,62.57903057,188.6704767,0.846562851,1682.310501,0.8,1.039532827,1.058470884,1.008313567,7,0,0,1,7.538879045,4.691328698,1.234002278,8223.159171,0.00691154,257.4971365,0.5,1.067165377,0,2,0,0,2,2.623278974,0.386653479,175.8686263
78.11172806,0.089352056,1542.667853,0.073080201,9.112160557,66.98119529,1.868801295,5.442623098,0.419595938,48.76248993,1.354879999,91.18742874,197.7326262,0.726237948,2168.253445,0.943484426,1.108878394,1.083919188,1.008935206,17,5,1,1,6.97944351,3.823425557,2.283702545,6101.44206,0.00798379,83.03147001,0.624265922,0.981660304,0,1,0,0,0,4.52281222,0.657372306,205.0506894
39.46541749,0.045642922,1208.728524,0.070833702,23.78673728,76.58455158,3.530854861,0.134581262,0.162367844,35.88545802,1.217622596,83.72447171,187.1997579,0.876149341,1767.567047,0.942767905,1.037867373,1.032473569,1.004564292,6,6,1,0,1.801316983,3.862201245,0.021851669,1557.519177,0.002083276,565.8088704,0.909288696,0.9,1,0,2,3,1,3.781910753,0.488043217,170.7661176
102.3082469,-0.040651315,310.1112943,0.056770925,15.05300087,47.95107892,0.267986669,0.40336262,0.337549276,76.81143224,1.057860565,94.49726422,170.5059074,0.583370679,1764.55649,0.948668649,1.049469991,1.067509855,1.004065132,8,6,1,1,-4.158964822,5.081129547,0.13615476,10466.97738,0.001652529,226.5928352,0.750784366,0.938701582,1,1,2,0,0,1.460700825,1.041886766,166.8461871
116.2875412,-0.015443839,1173.921211,0.045142673,6.03872658,64.30072456,3.733613263,0.315494603,0.535187469,39.44299586,1.189824269,50.07588245,189.332612,0.946589613,1652.828315,0.993943002,1.139612734,1.107037494,1.001544384,15,2,0,0,-1.79592606,3.231850791,0.168848758,13522.79225,0.000238512,36.4662187,0.5,0.986114879,0,2,1,2,2,1.588402185,1.477006623,199.8008635
89.07562713,-0.019947305,1994.085565,0.015854609,-3.714865539,58.28826342,5.108963322,0.677664015,0.240578894,60.85514051,1.35980662,70.11624156,189.9364523,0.80091802,1750.065969,0.895409661,1.237148655,1.048115779,1.001994731,18,4,0,1,-1.776818718,-0.893718241,0.163031659,7934.467349,0.000397895,13.80022597,0.683185092,0.997913855,0,3,1,1,0,2.171912643,1.175646098,184.2333129
